UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type
9798,M24657,M,298.4,309.2,1597.0,33.5,116.0,0,No Failure
1253,L48432,L,297.5,308.8,1533.0,41.5,223.0,0,No Failure
7758,M22617,M,300.3,311.7,1723.0,28.3,193.0,0,No Failure
2425,L49604,L,298.9,308.2,1828.0,23.8,26.0,0,No Failure
8061,H37474,H,300.2,311.5,1426.0,44.3,73.0,0,No Failure
5110,M19969,M,304.0,313.4,1389.0,45.8,123.0,0,No Failure
2804,L49983,L,300.2,309.5,1343.0,50.2,98.0,0,No Failure
4960,L52139,L,303.8,312.6,1735.0,25.9,154.0,0,No Failure
7668,L54847,L,300.6,311.7,1528.0,43.9,185.0,1,Failure
432,L47611,L,297.5,308.5,1446.0,41.9,32.0,1,Heat Dissipation Failure
2381,L49560,L,299.0,308.1,1242.0,60.9,117.0,0,No Failure
1711,L48890,L,298.2,307.8,1530.0,35.9,68.0,1,Failure
3844,L51023,L,302.5,311.2,1227.0,60.1,167.0,0,No Failure
4152,M19011,M,301.9,310.4,1373.0,48.0,73.0,0,No Failure
8504,L55683,L,298.5,309.8,1468.0,40.9,157.0,0,No Failure
3976,H33389,H,302.4,311.5,1540.0,43.7,81.0,0,No Failure
4572,L51751,L,302.8,310.9,1708.0,29.8,42.0,0,No Failure
6346,L53525,L,300.2,309.8,1650.0,29.6,13.0,1,Failure
4465,L51644,L,302.8,310.6,1671.0,30.5,201.0,0,No Failure
1314,L48493,L,298.9,310.2,1359.0,56.9,166.0,0,No Failure
3444,L50623,L,301.5,310.5,1535.0,39.0,204.0,0,No Failure
8529,L55708,L,298.4,309.3,1512.0,35.8,18.0,1,Failure
6323,M21182,M,300.7,310.1,1483.0,40.2,162.0,0,No Failure
465,L47644,L,297.3,308.6,1511.0,35.7,120.0,0,No Failure
2897,M17756,M,300.7,309.5,1633.0,31.3,90.0,1,Failure
4352,L51531,L,301.8,309.6,1432.0,43.7,138.0,1,Failure
4654,M19513,M,303.1,311.1,1594.0,35.5,13.0,0,No Failure
2750,M17609,M,299.7,309.2,1685.0,28.9,179.0,0,No Failure
1432,M16291,M,298.9,309.9,1404.0,41.4,20.0,1,Failure
9642,L56821,L,299.3,310.4,1365.0,53.9,171.0,0,No Failure
1648,L48827,L,297.8,307.8,1761.0,28.9,128.0,1,Heat Dissipation Failure
4746,H34159,H,303.2,311.2,1475.0,43.1,20.0,0,No Failure
3532,M18391,M,301.9,310.9,1641.0,33.2,3.0,1,Failure
6607,H36020,H,301.5,310.5,1538.0,44.3,43.0,0,No Failure
5053,L52232,L,303.9,313.0,1433.0,48.4,178.0,1,Failure
3466,M18325,M,301.8,310.7,1383.0,45.7,44.0,0,No Failure
5872,L53051,L,301.5,311.1,1469.0,49.5,107.0,0,No Failure
6099,M20958,M,300.8,310.7,1924.0,22.4,36.0,0,No Failure
7700,M22559,M,300.7,311.5,1441.0,40.6,33.0,0,No Failure
7061,H36474,H,300.6,310.4,1479.0,35.6,150.0,0,No Failure
3171,M18030,M,300.4,309.7,1685.0,32.3,167.0,0,No Failure
1679,L48858,L,298.0,307.5,1644.0,32.8,215.0,0,No Failure
90,M14949,M,298.9,308.9,1487.0,39.5,30.0,0,No Failure
4927,L52106,L,303.4,312.3,1502.0,36.0,69.0,1,Failure
3636,M18495,M,302.1,311.2,1616.0,35.1,57.0,0,No Failure
3280,L50459,L,301.2,309.9,1382.0,52.4,13.0,0,No Failure
8357,M23216,M,298.6,309.6,1344.0,59.4,200.0,0,No Failure
1166,L48345,L,297.1,308.1,1487.0,34.6,208.0,0,No Failure
4927,L52106,L,303.4,312.3,1502.0,36.0,69.0,0,No Failure
7591,M22450,M,300.4,311.0,1433.0,46.1,199.0,0,No Failure
5518,L52697,L,302.6,311.9,1448.0,49.5,72.0,0,No Failure
4814,M19673,M,303.3,311.8,1536.0,40.6,205.0,0,No Failure
9928,L57107,L,298.5,308.6,1522.0,36.9,53.0,1,Failure
6934,L54113,L,300.8,311.4,1492.0,40.6,20.0,0,No Failure
7190,L54369,L,300.4,310.4,1486.0,46.3,48.0,0,No Failure
590,L47769,L,297.6,309.4,1491.0,40.2,231.0,0,No Failure
2537,L49716,L,298.9,308.8,1281.0,53.9,77.0,0,No Failure
1934,L49113,L,298.1,308.0,1638.0,35.1,38.0,0,No Failure
9760,L56939,L,298.5,309.7,1613.0,36.7,0.0,0,No Failure
7427,M22286,M,300.0,311.4,1692.0,29.0,216.0,0,No Failure
7036,L54215,L,300.6,310.6,1497.0,38.2,83.0,0,No Failure
4251,L51430,L,302.6,311.0,1660.0,38.0,99.0,0,No Failure
5771,L52950,L,301.6,311.2,1408.0,42.9,89.0,1,Failure
2492,L49671,L,299.1,308.9,1445.0,43.4,197.0,0,No Failure
5288,H34701,H,303.8,313.2,1506.0,46.9,154.0,1,Failure
4107,L51286,L,301.9,310.5,1425.0,51.1,173.0,0,No Failure
1808,L48987,L,298.0,307.6,1654.0,28.9,123.0,1,Overstrain Failure
7140,L54319,L,300.6,310.1,1495.0,42.3,132.0,0,No Failure
996,L48175,L,296.3,307.3,1566.0,35.8,175.0,0,No Failure
9008,L56187,L,297.4,308.0,1383.0,46.2,188.0,0,No Failure
9012,M23871,M,297.2,307.9,1530.0,35.9,197.0,0,No Failure
4692,L51871,L,303.5,311.5,1535.0,33.3,120.0,0,No Failure
1566,L48745,L,298.0,308.2,1459.0,42.1,146.0,0,No Failure
2883,L50062,L,300.6,309.6,1684.0,32.8,53.0,0,No Failure
2387,L49566,L,299.1,308.4,1543.0,37.9,130.0,0,No Failure
6959,L54138,L,300.6,311.0,1563.0,40.7,87.0,0,No Failure
7905,M22764,M,300.8,312.4,1811.0,25.1,136.0,0,No Failure
6961,L54140,L,300.7,311.0,1413.0,52.0,91.0,0,No Failure
3750,L50929,L,302.4,311.1,1652.0,33.9,139.0,0,No Failure
5514,M20373,M,302.8,312.2,1452.0,50.3,60.0,0,No Failure
8409,M23268,M,298.5,309.6,1572.0,33.0,127.0,0,No Failure
2596,M17455,M,298.8,308.6,1486.0,41.1,13.0,0,No Failure
6039,L53218,L,300.7,311.0,1496.0,38.3,99.0,0,No Failure
8866,L56045,L,297.9,309.0,1290.0,49.8,43.0,1,Failure
5739,L52918,L,302.3,311.7,1281.0,48.8,0.0,0,No Failure
3361,L50540,L,301.5,310.6,1394.0,46.5,206.0,0,No Failure
3322,L50501,L,301.5,310.6,1522.0,41.0,114.0,0,No Failure
1058,L48237,L,296.8,307.8,1573.0,36.4,126.0,0,No Failure
704,H30117,H,297.7,308.9,1479.0,40.9,87.0,0,No Failure
9698,M24557,M,298.8,309.8,1413.0,45.5,64.0,0,No Failure
4723,M19582,M,303.4,311.8,1391.0,42.7,197.0,0,No Failure
9574,L56753,L,299.7,310.9,1491.0,40.1,195.0,0,No Failure
7952,M22811,M,300.9,311.8,1843.0,24.5,25.0,0,No Failure
7882,L55061,L,300.8,312.4,1493.0,39.1,79.0,0,No Failure
7745,L54924,L,300.4,311.7,1314.0,59.5,160.0,0,No Failure
4253,H33666,H,302.6,311.0,1438.0,51.0,106.0,0,No Failure
8135,L55314,L,299.7,311.1,1650.0,32.4,60.0,0,No Failure
5989,H35402,H,300.7,310.8,1296.0,58.2,204.0,0,No Failure
4098,L51277,L,301.9,310.4,1518.0,34.1,155.0,0,No Failure
9064,L56243,L,297.2,308.3,1419.0,39.7,115.0,0,No Failure
9088,L56267,L,297.1,307.8,1681.0,27.6,181.0,1,Failure
3202,L50381,L,300.2,309.1,1479.0,47.0,22.0,0,No Failure
6886,L54065,L,300.8,311.2,1397.0,48.7,111.0,0,No Failure
4797,L51976,L,303.5,312.4,1390.0,47.3,164.0,1,Overstrain Failure
5681,M20540,M,302.2,311.6,1386.0,50.5,69.0,0,No Failure
2038,H31451,H,299.0,308.7,1940.0,19.9,98.0,0,No Failure
3511,L50690,L,301.7,311.0,1474.0,42.6,164.0,0,No Failure
6793,L53972,L,301.2,310.6,1811.0,24.0,84.0,0,No Failure
2781,M17640,M,300.2,309.6,1556.0,35.8,36.0,1,Overstrain Failure
4846,M19705,M,303.3,311.8,1583.0,33.3,72.0,0,No Failure
6658,L53837,L,301.4,310.3,1374.0,47.6,176.0,0,No Failure
6469,L53648,L,300.5,309.8,1507.0,42.5,117.0,0,No Failure
515,L47694,L,297.4,309.2,1620.0,33.2,28.0,0,No Failure
6674,L53853,L,301.6,310.7,1380.0,51.8,216.0,1,Heat Dissipation Failure
367,M15226,M,297.6,308.5,1552.0,40.9,90.0,0,No Failure
8288,L55467,L,298.9,310.6,1585.0,38.1,7.0,0,No Failure
5259,M20118,M,303.5,312.9,1572.0,44.7,84.0,0,No Failure
4960,L52139,L,303.8,312.6,1735.0,25.9,154.0,0,No Failure
2015,L49194,L,298.6,308.4,1310.0,59.7,40.0,0,No Failure
7394,M22253,M,299.7,310.5,1594.0,35.4,134.0,0,No Failure
766,L47945,L,296.9,308.0,1332.0,53.9,7.0,0,No Failure
5122,L52301,L,304.2,313.6,1469.0,40.0,154.0,0,No Failure
1351,L48530,L,298.7,310.2,1436.0,47.5,32.0,0,No Failure
4323,M19182,M,301.7,310.1,1431.0,44.0,61.0,0,No Failure
6545,M21404,M,301.4,310.7,1470.0,46.5,101.0,0,No Failure
1887,L49066,L,297.9,307.6,1503.0,40.7,124.0,0,No Failure
9533,L56712,L,299.2,310.5,1384.0,48.7,93.0,0,No Failure
2532,M17391,M,298.8,308.5,1510.0,38.7,66.0,1,Failure
3316,M18175,M,301.5,310.6,1492.0,43.0,100.0,0,No Failure
36,M14895,M,298.8,309.2,1452.0,48.6,98.0,0,No Failure
4181,L51360,L,302.4,310.8,1686.0,28.8,150.0,1,Failure
1862,M16721,M,297.9,307.6,1609.0,30.3,64.0,0,No Failure
5535,M20394,M,302.3,311.7,1494.0,37.1,114.0,0,No Failure
6578,L53757,L,301.4,310.4,1388.0,45.3,188.0,0,No Failure
5311,L52490,L,303.8,313.0,1427.0,43.0,0.0,0,No Failure
5223,L52402,L,303.9,313.1,1665.0,29.6,0.0,0,No Failure
662,M15521,M,297.6,309.0,1427.0,45.6,179.0,1,Overstrain Failure
4946,L52125,L,303.6,312.7,1418.0,44.1,118.0,0,No Failure
1993,L49172,L,298.2,307.8,1375.0,46.6,188.0,0,No Failure
4750,L51929,L,303.2,311.2,1404.0,50.9,31.0,0,No Failure
8078,L55257,L,300.3,311.8,1547.0,39.7,121.0,0,No Failure
3366,M18225,M,301.4,310.6,1630.0,30.3,2.0,1,Failure
3509,L50688,L,301.7,310.9,1608.0,33.0,160.0,0,No Failure
6601,M21460,M,301.5,310.6,1424.0,47.0,26.0,0,No Failure
1352,L48531,L,298.7,310.2,1525.0,43.7,34.0,0,No Failure
2926,M17785,M,300.7,309.6,1388.0,51.1,160.0,0,No Failure
2938,L50117,L,300.7,309.6,1810.0,26.0,195.0,1,Failure
2585,L49764,L,299.1,308.8,1502.0,46.7,197.0,0,No Failure
4913,L52092,L,303.5,312.2,1511.0,37.1,27.0,0,No Failure
4561,L51740,L,302.7,310.7,1597.0,41.9,15.0,0,No Failure
3190,L50369,L,300.1,309.1,1551.0,33.7,214.0,0,No Failure
774,L47953,L,296.8,308.0,1510.0,39.4,29.0,0,No Failure
1282,H30695,H,298.3,309.5,1427.0,54.3,89.0,0,No Failure
7278,L54457,L,300.1,310.2,1475.0,54.2,53.0,0,No Failure
3822,L51001,L,302.3,310.9,1596.0,33.5,104.0,0,No Failure
5424,L52603,L,302.6,312.3,1647.0,31.8,52.0,1,Failure
6673,L53852,L,301.6,310.7,1424.0,50.5,214.0,0,No Failure
2763,L49942,L,299.8,309.2,1479.0,44.4,214.0,1,Failure
5750,H35163,H,302.2,311.8,1330.0,62.4,31.0,0,No Failure
6617,M21476,M,301.7,310.6,1380.0,45.8,70.0,1,Power Failure
8831,H38244,H,297.3,308.7,1430.0,42.8,153.0,0,No Failure
4583,L51762,L,302.9,311.2,1634.0,36.9,71.0,0,No Failure
456,L47635,L,297.4,308.7,1429.0,57.4,96.0,0,No Failure
23,M14882,M,298.9,309.3,1581.0,30.7,65.0,0,No Failure
7594,L54773,L,300.5,311.2,1270.0,67.5,208.0,0,No Failure
9365,L56544,L,297.9,308.5,1683.0,28.5,63.0,0,No Failure
7271,L54450,L,300.2,310.4,1808.0,25.8,35.0,0,No Failure
9332,L56511,L,298.4,308.9,1496.0,37.9,194.0,0,No Failure
3116,L50295,L,299.9,309.2,1658.0,34.8,16.0,1,Failure
3594,M18453,M,301.6,310.4,1377.0,44.9,161.0,0,No Failure
2906,L50085,L,300.6,309.4,1552.0,36.4,113.0,0,No Failure
9178,L56357,L,297.9,309.1,1504.0,43.0,4.0,0,No Failure
8945,L56124,L,297.3,308.3,1471.0,38.2,37.0,0,No Failure
5500,H34913,H,302.9,312.3,1417.0,48.7,26.0,0,No Failure
7405,L54584,L,299.8,310.8,1553.0,32.2,161.0,0,No Failure
4897,M19756,M,303.7,312.4,1642.0,32.3,206.0,0,No Failure
5541,L52720,L,302.4,311.8,1493.0,38.4,132.0,0,No Failure
1979,L49158,L,298.0,307.7,1442.0,43.6,148.0,0,No Failure
8574,L55753,L,297.6,308.4,1626.0,32.4,130.0,0,No Failure
1348,L48527,L,298.7,310.2,1717.0,27.3,26.0,0,No Failure
5313,L52492,L,303.6,312.9,1873.0,23.5,7.0,0,No Failure
9689,L56868,L,299.1,310.1,1367.0,45.6,44.0,1,Overstrain Failure
3500,L50679,L,301.9,311.0,1353.0,43.8,130.0,0,No Failure
9894,M24753,M,298.9,309.6,1284.0,55.3,166.0,0,No Failure
3655,L50834,L,302.1,311.4,1603.0,35.9,104.0,0,No Failure
9138,L56317,L,297.7,308.7,1731.0,28.4,104.0,0,No Failure
3457,H32870,H,301.4,310.4,1610.0,38.6,16.0,0,No Failure
4322,L51501,L,301.7,310.2,1686.0,28.9,59.0,0,No Failure
7486,L54665,L,300.3,311.6,1595.0,38.8,154.0,0,No Failure
3224,H32637,H,300.6,309.5,1495.0,36.5,79.0,0,No Failure
4483,H33896,H,302.7,310.5,1568.0,36.9,28.0,1,Failure
8221,M23080,M,298.9,310.3,1551.0,35.2,50.0,0,No Failure
4522,L51701,L,302.4,310.4,1865.0,23.9,129.0,1,Failure
4384,L51563,L,301.7,309.5,1298.0,65.5,229.0,0,No Failure
7005,L54184,L,300.5,310.6,1950.0,20.3,208.0,0,No Failure
9167,M24026,M,297.6,308.6,1390.0,53.4,175.0,0,No Failure
5813,L52992,L,301.4,311.1,1495.0,36.3,193.0,0,No Failure
9230,M24089,M,298.1,309.0,2042.0,17.8,129.0,0,No Failure
458,L47637,L,297.4,308.6,1276.0,53.6,103.0,0,No Failure
9035,H38448,H,297.4,308.2,1585.0,46.2,37.0,0,No Failure
725,L47904,L,297.5,308.9,1390.0,44.6,140.0,0,No Failure
1323,H30736,H,298.9,310.1,1452.0,49.9,187.0,0,No Failure
543,L47722,L,297.5,309.4,1803.0,24.7,98.0,0,No Failure
3648,L50827,L,302.2,311.5,1427.0,43.8,88.0,0,No Failure
8512,L55691,L,298.4,309.7,1457.0,44.2,175.0,0,No Failure
261,M15120,M,298.2,308.3,1522.0,49.1,22.0,0,No Failure
4514,L51693,L,302.4,310.3,1900.0,24.4,113.0,0,No Failure
3153,M18012,M,300.5,309.8,1473.0,42.3,121.0,0,No Failure
7446,L54625,L,300.2,311.7,1553.0,41.3,44.0,0,No Failure
2956,M17815,M,300.7,309.5,1439.0,43.8,41.0,1,Failure
9048,L56227,L,297.3,308.4,1488.0,37.4,69.0,0,No Failure
3235,L50414,L,300.8,309.4,1489.0,38.4,109.0,0,No Failure
3469,L50648,L,301.8,310.7,2092.0,18.6,51.0,0,No Failure
7677,L54856,L,300.6,311.7,1448.0,49.1,206.0,0,No Failure
5218,M20077,M,303.8,312.8,1420.0,47.9,200.0,0,No Failure
7436,L54615,L,299.9,311.3,1504.0,40.7,20.0,0,No Failure
6840,L54019,L,301.2,311.2,1558.0,34.1,204.0,0,No Failure
2912,M17771,M,300.7,309.5,1352.0,44.0,126.0,0,No Failure
5831,M20690,M,301.3,311.2,1438.0,42.4,7.0,0,No Failure
3183,M18042,M,300.1,309.3,1443.0,50.3,196.0,0,No Failure
5019,M19878,M,303.9,313.0,1620.0,36.6,80.0,0,No Failure
5682,L52861,L,302.2,311.6,1383.0,44.3,72.0,0,No Failure
2132,L49311,L,299.4,309.1,1432.0,45.4,137.0,1,Power Failure
7898,L55077,L,300.8,312.5,1434.0,50.7,121.0,0,No Failure
5193,L52372,L,303.9,313.1,1310.0,62.9,130.0,0,No Failure
1112,H30525,H,296.5,307.4,1432.0,49.2,64.0,0,No Failure
8528,L55707,L,298.4,309.3,1531.0,37.4,16.0,0,No Failure
4620,H34033,H,303.1,311.3,2056.0,19.7,167.0,0,No Failure
1294,H30707,H,298.7,309.8,1582.0,33.4,121.0,0,No Failure
9069,H38482,H,297.1,308.2,1790.0,30.3,128.0,0,No Failure
6632,M21491,M,301.5,310.4,1378.0,55.3,109.0,0,No Failure
3742,L50921,L,302.4,311.3,1503.0,38.2,120.0,0,No Failure
3493,H32906,H,301.9,311.0,1336.0,63.6,111.0,0,No Failure
1465,L48644,L,298.8,310.0,1412.0,46.3,107.0,0,No Failure
7066,L54245,L,300.8,310.6,1384.0,52.9,165.0,0,No Failure
5170,L52349,L,304.1,313.3,1470.0,39.9,70.0,0,No Failure
9908,M24767,M,298.6,309.1,1487.0,43.2,206.0,0,No Failure
6879,H36292,H,300.9,311.2,1518.0,35.0,90.0,0,No Failure
8046,M22905,M,300.7,311.9,1366.0,55.1,36.0,1,Failure
4422,L51601,L,302.6,310.2,1325.0,62.4,92.0,1,Power Failure
8298,M23157,M,298.8,310.2,1595.0,33.1,34.0,0,No Failure
2694,M17553,M,300.1,309.6,1622.0,36.1,43.0,0,No Failure
7733,L54912,L,300.6,312.0,1430.0,42.7,130.0,0,No Failure
3350,L50529,L,301.4,310.7,1673.0,27.8,181.0,0,No Failure
1349,L48528,L,298.7,310.2,1363.0,45.5,28.0,0,No Failure
2910,L50089,L,300.7,309.6,1500.0,44.1,122.0,0,No Failure
3004,M17863,M,300.6,309.9,1449.0,42.4,169.0,0,No Failure
4037,L51216,L,302.0,310.8,1445.0,49.1,2.0,0,No Failure
7810,M22669,M,300.0,311.4,1537.0,35.4,120.0,0,No Failure
1076,H30489,H,296.9,307.8,1345.0,54.5,172.0,0,No Failure
5955,L53134,L,300.8,310.9,1732.0,25.7,109.0,0,No Failure
6575,L53754,L,301.4,310.6,1578.0,33.0,181.0,0,No Failure
1835,L49014,L,297.8,307.2,1498.0,38.1,188.0,0,No Failure
6963,M21822,M,300.7,311.1,1373.0,49.9,96.0,0,No Failure
2777,L49956,L,300.1,309.4,1453.0,47.6,28.0,0,No Failure
4224,L51403,L,302.0,310.7,1657.0,31.9,37.0,1,Random Failure
3507,H32920,H,301.6,310.8,1435.0,47.2,152.0,0,No Failure
3691,L50870,L,302.1,311.3,1477.0,43.6,196.0,1,Failure
652,L47831,L,297.6,309.1,1503.0,38.9,157.0,0,No Failure
501,M15360,M,297.5,309.2,1804.0,27.4,215.0,0,No Failure
9380,L56559,L,297.5,308.2,1419.0,48.5,108.0,0,No Failure
5720,L52899,L,302.3,312.0,1398.0,43.3,171.0,0,No Failure
9052,L56231,L,297.4,308.6,1820.0,24.6,79.0,1,Failure
1464,L48643,L,298.8,310.1,1607.0,39.5,105.0,0,No Failure
4325,L51504,L,301.7,310.2,1486.0,43.0,66.0,0,No Failure
7276,L54455,L,300.2,310.3,1514.0,38.7,48.0,0,No Failure
2571,L49750,L,299.6,309.2,1713.0,26.5,167.0,0,No Failure
8880,L56059,L,298.0,309.2,1527.0,39.5,85.0,0,No Failure
9327,L56506,L,298.6,309.3,1677.0,31.2,180.0,0,No Failure
1460,L48639,L,299.0,310.3,1472.0,36.1,97.0,0,No Failure
92,L47271,L,298.9,308.9,1830.0,24.9,35.0,0,No Failure
5,L47184,L,298.2,308.7,1408.0,40.0,9.0,0,No Failure
1921,L49100,L,298.1,307.9,2161.0,17.5,5.0,0,No Failure
95,L47274,L,299.0,308.9,1622.0,31.9,42.0,1,Heat Dissipation Failure
2386,L49565,L,299.1,308.3,1524.0,34.1,128.0,1,Overstrain Failure
8018,L55197,L,301.0,312.0,1518.0,39.3,196.0,0,No Failure
2025,M16884,M,298.7,308.6,1722.0,24.7,64.0,0,No Failure
9536,M24395,M,299.3,310.6,1609.0,31.4,99.0,0,No Failure
3240,L50419,L,301.0,309.5,1430.0,48.5,122.0,0,No Failure
1405,M16264,M,298.9,310.1,1555.0,40.6,176.0,1,Failure
7771,L54950,L,300.3,311.5,1548.0,32.2,25.0,0,No Failure
9713,M24572,M,299.1,310.2,1456.0,48.4,101.0,0,No Failure
8323,L55502,L,298.7,309.6,1364.0,44.9,106.0,0,No Failure
6832,L54011,L,301.1,311.0,1565.0,52.3,183.0,0,No Failure
4056,L51235,L,302.0,311.0,1865.0,22.7,48.0,0,No Failure
6768,L53947,L,301.3,310.9,1509.0,41.7,16.0,0,No Failure
5215,L52394,L,303.7,312.7,1572.0,37.2,192.0,0,No Failure
6799,L53978,L,301.2,310.7,1676.0,32.4,98.0,0,No Failure
1616,L48795,L,297.8,307.9,1447.0,48.6,46.0,0,No Failure
7023,L54202,L,300.7,310.5,1561.0,33.2,48.0,0,No Failure
8859,L56038,L,297.8,308.9,1506.0,33.5,26.0,1,Failure
7428,L54607,L,300.0,311.4,1634.0,31.9,0.0,0,No Failure
9299,L56478,L,298.1,308.9,1313.0,50.6,108.0,0,No Failure
1398,L48577,L,299.1,310.2,1569.0,38.2,155.0,1,Failure
9922,M24781,M,298.5,308.7,1347.0,48.5,33.0,1,Tool Wear Failure
3144,H32557,H,300.6,310.0,1419.0,42.4,90.0,0,No Failure
2590,L49769,L,299.0,308.7,2250.0,16.6,208.0,0,No Failure
2782,L49961,L,300.2,309.5,2183.0,17.8,39.0,0,No Failure
5899,L53078,L,301.0,310.7,1300.0,57.2,174.0,0,No Failure
2046,M16905,M,299.3,309.1,1703.0,31.3,120.0,0,No Failure
8156,L55335,L,299.5,310.8,1283.0,52.4,112.0,0,No Failure
4525,M19384,M,302.5,310.5,1527.0,38.8,136.0,0,No Failure
533,L47712,L,297.5,309.4,1443.0,45.4,70.0,0,No Failure
3934,L51113,L,302.6,311.6,1576.0,34.7,182.0,0,No Failure
3467,L50646,L,301.7,310.6,1447.0,56.9,47.0,0,No Failure
2881,L50060,L,300.7,309.5,1541.0,37.2,48.0,0,No Failure
4513,M19372,M,302.5,310.3,1411.0,49.5,110.0,0,No Failure
4005,L51184,L,302.0,311.1,1373.0,55.7,157.0,0,No Failure
3500,L50679,L,301.9,311.0,1353.0,43.8,130.0,0,No Failure
8062,M22921,M,300.2,311.6,1465.0,41.4,78.0,0,No Failure
6108,L53287,L,300.9,311.0,1438.0,49.0,61.0,0,No Failure
4678,H34091,H,303.5,311.6,1466.0,47.0,80.0,0,No Failure
2756,L49935,L,299.7,309.2,1478.0,38.8,199.0,1,Heat Dissipation Failure
8606,L55785,L,297.5,308.4,1633.0,33.3,213.0,1,Tool Wear Failure
3649,M18508,M,302.2,311.5,1443.0,47.0,90.0,0,No Failure
190,M15049,M,298.3,308.4,1539.0,43.4,69.0,0,No Failure
1583,H30996,H,298.1,308.3,1530.0,42.0,184.0,1,Failure
6880,H36293,H,300.8,311.2,2237.0,17.0,95.0,0,No Failure
6366,M21225,M,299.9,309.5,1412.0,57.9,59.0,1,Failure
3415,L50594,L,301.3,310.3,1555.0,41.2,131.0,0,No Failure
1189,L48368,L,297.3,308.4,1339.0,52.1,36.0,0,No Failure
3116,L50295,L,299.9,309.2,1658.0,34.8,16.0,0,No Failure
6442,L53621,L,300.7,310.2,1639.0,31.4,48.0,0,No Failure
4638,M19497,M,303.1,311.3,1847.0,24.7,212.0,0,No Failure
5156,H34569,H,304.2,313.3,1625.0,37.3,27.0,0,No Failure
8950,L56129,L,297.4,308.3,1284.0,60.3,50.0,0,No Failure
6315,M21174,M,301.0,310.4,1793.0,25.0,142.0,0,No Failure
3136,L50315,L,300.4,309.8,1342.0,52.5,68.0,1,Failure
9403,L56582,L,297.7,308.1,1734.0,30.7,177.0,1,Failure
1885,M16744,M,298.0,307.6,1792.0,26.0,119.0,0,No Failure
1747,L48926,L,298.4,308.0,1526.0,41.1,162.0,0,No Failure
6814,M21673,M,300.9,310.7,1420.0,43.0,133.0,0,No Failure
6435,M21294,M,300.3,309.9,1494.0,38.5,33.0,0,No Failure
9328,L56507,L,298.5,309.2,1504.0,33.7,182.0,0,No Failure
1672,L48851,L,298.1,307.9,1614.0,35.8,196.0,0,No Failure
3953,L51132,L,302.3,311.4,1476.0,37.3,20.0,0,No Failure
7223,M22082,M,299.8,309.7,1320.0,61.7,134.0,0,No Failure
6583,L53762,L,301.5,310.5,1528.0,35.7,198.0,1,Failure
6803,M21662,M,301.1,310.7,1621.0,31.0,108.0,0,No Failure
6204,L53383,L,301.0,310.9,1404.0,41.8,71.0,0,No Failure
7324,L54503,L,299.9,310.2,1479.0,46.3,173.0,0,No Failure
3841,L51020,L,302.4,311.0,1610.0,33.1,161.0,0,No Failure
9318,L56497,L,298.5,309.5,1480.0,38.1,160.0,0,No Failure
7265,M22124,M,300.4,310.6,1448.0,44.9,21.0,0,No Failure
6589,L53768,L,301.6,310.7,1457.0,40.4,213.0,0,No Failure
9725,M24584,M,298.8,309.7,2098.0,19.0,133.0,0,No Failure
1234,M16093,M,297.2,308.5,1364.0,55.6,163.0,0,No Failure
8986,L56165,L,297.1,307.8,1584.0,42.3,135.0,0,No Failure
2470,L49649,L,299.0,308.7,1507.0,37.5,134.0,0,No Failure
5485,M20344,M,302.5,312.0,1826.0,25.3,203.0,0,No Failure
6678,L53857,L,301.5,310.7,1435.0,38.5,224.0,0,No Failure
6994,M21853,M,300.7,311.0,1740.0,25.6,176.0,1,Heat Dissipation Failure
6155,M21014,M,301.0,310.9,1765.0,24.2,179.0,0,No Failure
6245,M21104,M,301.0,310.4,1665.0,30.9,177.0,0,No Failure
6,M14865,M,298.1,308.6,1425.0,41.9,11.0,0,No Failure
8772,L55951,L,297.5,308.6,1536.0,39.0,202.0,0,No Failure
6791,M21650,M,301.1,310.7,2219.0,16.7,79.0,0,No Failure
9189,L56368,L,297.9,309.0,1502.0,40.2,30.0,0,No Failure
5604,L52783,L,302.9,312.2,1340.0,57.8,90.0,0,No Failure
1528,H30941,H,298.1,309.1,1425.0,44.5,49.0,0,No Failure
6331,M21190,M,300.5,310.0,1580.0,37.0,181.0,0,No Failure
2634,L49813,L,300.1,309.8,1532.0,39.8,115.0,0,No Failure
6569,L53748,L,301.3,310.6,1521.0,36.3,166.0,0,No Failure
4719,L51898,L,303.3,311.6,1337.0,56.8,187.0,0,No Failure
5664,M20523,M,302.3,311.5,1530.0,42.3,21.0,0,No Failure
8537,M23396,M,298.6,309.5,1426.0,45.4,38.0,0,No Failure
8967,L56146,L,297.1,307.8,1636.0,30.3,90.0,0,No Failure
3322,L50501,L,301.5,310.6,1522.0,41.0,114.0,0,No Failure
594,L47773,L,297.5,309.6,1312.0,50.7,0.0,0,No Failure
8764,L55943,L,297.5,308.8,1603.0,36.7,184.0,0,No Failure
9307,M24166,M,298.3,309.2,1783.0,28.3,130.0,0,No Failure
5429,L52608,L,302.7,312.4,1453.0,47.3,62.0,0,No Failure
6057,L53236,L,300.8,310.8,1634.0,29.2,149.0,0,No Failure
3299,L50478,L,301.2,310.3,1499.0,38.1,61.0,0,No Failure
9483,H38896,H,298.8,309.6,1309.0,57.4,185.0,0,No Failure
8632,H38045,H,297.3,308.3,1506.0,37.0,54.0,0,No Failure
